show_id,title,listed_in,description,movie_info
s6435,The Hateful Eight,"Action & Adventure, Thrillers","Years after the Civil War, a bounty hunter and his captive are waylaid by a Wyoming blizzard and hole up in a way station with six dicey strangers.","hateful eight action adventure, thrillers years civil war, bounty hunter captive waylaid wyoming blizzard hole way station six dicey strangers."
s6436,The Hateful Eight: Extended Version,TV Shows,"Trapped at a stagecoach stop as a storm rages outside, two bounty hunters and an outlaw face a gallery of rogues. Features never-before-seen footage.","hateful eight: extended version tv shows trapped stagecoach stop storm rage outside, two bounty hunter outlaw face gallery rogues. features never-before-seen footage."
s6437,The Hater,"Dramas, International Movies, Thrillers",A duplicitous young man finds success in the dark world of social media smear tactics — but his virtual vitriol soon has violent real-life consequences.,"hater dramas, international movies, thrillers duplicitous young man find success dark world social medium smear tactic — virtual vitriol soon violent real-life consequences."
s6438,The Hatred,Horror Movies,Four young women head to a country house for an idyllic weekend retreat. But what lies in store for them is far from the dreamy getaway they imagined.,hatred horror movies four young woman head country house idyllic weekend retreat. lie store far dreamy getaway imagined.
s6439,The Haunted Hathaways,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",Single mom Michelle Hathaway and her daughters find that they share their New Orleans home with the ghosts of single dad Ray Preston and his two sons.,"haunted hathaways kids' tv, tv comedies, tv sci-fi fantasy single mom michelle hathaway daughter find share new orleans home ghost single dad ray preston two sons."
s6440,The Haunting of Bly Manor,"TV Dramas, TV Horror, TV Mysteries","Dead doesn't mean gone. An au pair plunges into an abyss of chilling secrets in this gothic romance from the creator of ""The Haunting of Hill House.""","haunting bly manor tv dramas, tv horror, tv mysteries dead mean gone. au pair plunge abyss chilling secret gothic romance creator ""the haunting hill house."""
s6441,The Haunting of Hill House,"TV Dramas, TV Horror, TV Mysteries","Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.","haunting hill house tv dramas, tv horror, tv mysteries flashing past present, fractured family confronts haunting memory old home terrifying event drove it."
s6442,The Haunting of Molly Hartley,"Horror Movies, Thrillers","A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.","haunting molly hartley horror movies, thrillers troubled teenage girl hope start fresh new school, horrifying truth past destined catch her."
s6443,The Healer,"Children & Family Movies, Dramas, Faith & Spirituality","A handyman who has hit rock bottom agrees to live with his distant uncle, who insists that his ability to fix things extends beyond the repair shop.","healer children family movies, dramas, faith spirituality handyman hit rock bottom agrees live distant uncle, insists ability fix thing extends beyond repair shop."
s6444,The Healing Powers of Dude,"Kids' TV, TV Comedies, TV Dramas","When an 11-year-old boy with social anxiety disorder starts middle school, he finds strength in a scruffy emotional support dog named Dude.","healing powers dude kids' tv, tv comedies, tv dramas 11-year-old boy social anxiety disorder start middle school, find strength scruffy emotional support dog named dude."
s6445,The Heartbreak Club,"Comedies, Dramas, International Movies","Coping with heartbreak, the shy owner of a floundering cafe finds solace in the Javanese love songs of Didi Kempot.","heartbreak club comedies, dramas, international movies coping heartbreak, shy owner floundering cafe find solace javanese love song didi kempot."
s6446,The Heartbreak Kid,"Comedies, Romantic Movies","Ben Stiller stars as a newlywed who marries a dreamy woman, only to learn on their honeymoon that she's a total nightmare.","heartbreak kid comedies, romantic movies ben stiller star newlywed marries dreamy woman, learn honeymoon total nightmare."
s6447,The Heat: A Kitchen (R)evolution,Documentaries,Seven female chefs describe what it’s like breaking into the restaurant industry's notorious boys' club.,heat: kitchen (r)evolution documentaries seven female chef describe it’s like breaking restaurant industry's notorious boys' club.
s6448,The Help,Dramas,"A young, white writer stirs up the status quo in 1960s Mississippi by interviewing Black housemaids and bringing their stories to the masses.","help dramas young, white writer stir status quo 1960s mississippi interviewing black housemaid bringing story masses."
s6449,The Heretics,Horror Movies,A withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation.,heretics horror movies withdrawn young woman hunted malicious cult abducted brooding stranger undergoes bizarre transformation.
s6450,The Heroes of Evil,"Dramas, International Movies","Three teenage misfits find camaraderie in sex, violence and petty crime. But what starts as a lark soon threatens to damage them beyond repair.","heroes evil dramas, international movies three teenage misfit find camaraderie sex, violence petty crime. start lark soon threatens damage beyond repair."
s6451,The Heyday of the Insensitive Bastards,"Dramas, Independent Movies",An all-star cast brings to life the short stories of author Robert Boswell in this anthology series of vignettes set in modern-day America.,"heyday insensitive bastards dramas, independent movies all-star cast brings life short story author robert boswell anthology series vignette set modern-day america."
s6452,The Highwaymen,Dramas,Two steely former Texas Rangers are tasked with tracking and killing infamous criminals Bonnie and Clyde in this crime drama based on real events.,highwaymen dramas two steely former texas rangers tasked tracking killing infamous criminal bonnie clyde crime drama based real events.
s6453,The History of Future Folk,"Action & Adventure, Comedies, Independent Movies",An alien ordered to colonize Earth abandons his mission when he hears music for the first time and is determined to save his adopted planet.,"history future folk action adventure, comedies, independent movies alien ordered colonize earth abandon mission hears music first time determined save adopted planet."
s6454,The Hockey Girls,"International TV Shows, TV Comedies, TV Dramas","The passionate members of a girls' roller hockey team chase down victories in the rink while striving to make time for school, family and romance.","hockey girls international tv shows, tv comedies, tv dramas passionate member girls' roller hockey team chase victory rink striving make time school, family romance."
s6455,The Holiday Calendar,"Dramas, Romantic Movies",A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future – and pointing her toward love.,"holiday calendar dramas, romantic movies talented photographer stuck dead-end job inherits antique advent calendar may predicting future – pointing toward love."
s6456,The Holiday Movies That Made Us,Docuseries,"Unwrap the real stories behind these iconic Christmas blockbusters, thanks to insider interviews and behind-the-scenes peeks.","holiday movies made us docuseries unwrap real story behind iconic christmas blockbusters, thanks insider interview behind-the-scenes peeks."
s6457,The Hollow,"Kids' TV, TV Thrillers","Three teens join forces to find a way home after waking up in a strange realm filled with magic portals, perplexing puzzles and vicious beasts.","hollow kids' tv, tv thrillers three teen join force find way home waking strange realm filled magic portals, perplexing puzzle vicious beasts."
s6458,The Hollow Point,Action & Adventure,New straight-arrow sheriff Wallace finds he must join forces with brutal ex-lawman Leland to protect a troubled border town from a cartel hit man.,hollow point action adventure new straight-arrow sheriff wallace find must join force brutal ex-lawman leland protect troubled border town cartel hit man.
s6459,The Hollywood Masters,Stand-Up Comedy & Talk Shows,"Top Hollywood stars and directors open up about their dreams, struggles and lifelong obsessions in interviews filmed in front of a live audience.","hollywood masters stand-up comedy talk shows top hollywood star director open dreams, struggle lifelong obsession interview filmed front live audience."
s6460,The Holy Man,"Comedies, Faith & Spirituality, International Movies","Formerly a troubled youth, a monk is given charge of a Buddhist temple neglected by superstitious villagers under the spell of a fake psychic.","holy man comedies, faith spirituality, international movies formerly troubled youth, monk given charge buddhist temple neglected superstitious villager spell fake psychic."
s6461,The Homecoming,"International TV Shows, Korean TV Shows, Reality TV","Panelists from the Korean show ""Abnormal Summit"" lead cast mates on tours of their home countries, including China, Nepal, Italy, Canada and France.","homecoming international tv shows, korean tv shows, reality tv panelists korean show ""abnormal summit"" lead cast mate tour home countries, including china, nepal, italy, canada france."
s6462,The Honeymoon Stand Up Special,"Stand-Up Comedy & Talk Shows, TV Comedies","Impending parenthood does funny things to Natasha Leggero and Moshe Kasher, who dissect family, relationships and more in a trio of stand-up specials.","honeymoon stand special stand-up comedy talk shows, tv comedies impending parenthood funny thing natasha leggero moshe kasher, dissect family, relationship trio stand-up specials."
s6463,The Hook Up Plan,"International TV Shows, Romantic TV Shows, TV Comedies","When Parisian Elsa gets hung up on her ex, her best friends secretly hire a male escort to help her move on. But their plan works a little too well.","hook plan international tv shows, romantic tv shows, tv comedies parisian elsa get hung ex, best friend secretly hire male escort help move on. plan work little well."
s6464,The House Next Door,"Horror Movies, International Movies, Thrillers","In this Hindi version of ""Aval,"" a young couple's relationship is shaken to its core when a mysterious and troubled family moves into the neighborhood.","house next door horror movies, international movies, thrillers hindi version ""aval,"" young couple's relationship shaken core mysterious troubled family move neighborhood."
s6465,The House of Flowers,"International TV Shows, Spanish-Language TV Shows, TV Comedies","In this dark comedy, a wealthy matriarch tries to maintain her family's facade of perfection after her husband's mistress exposes their dirty secrets.","house flowers international tv shows, spanish-language tv shows, tv comedies dark comedy, wealthy matriarch try maintain family's facade perfection husband's mistress expose dirty secrets."
s6466,The House of Flowers Presents: The Funeral,Movies,The de la Mora siblings publicly mourn the death of their mother amid multiple surprises and mishaps at Virginia's funeral.,house flowers presents: funeral movies de la mora sibling publicly mourn death mother amid multiple surprise mishap virginia's funeral.
s6467,The House on Coco Road,Documentaries,"This film chronicles the journey of Fannie Haughton, an Oakland activist who fled to Grenada with her family just prior to the U.S. invasion in 1983.","house coco road documentaries film chronicle journey fannie haughton, oakland activist fled grenada family prior u.s. invasion 1983."
s6468,The House That Made Me,"International TV Shows, Reality TV","With host Vinay Pathak, Indian celebrities return to their childhood homes to reconnect with the past and share stories of their journey to success.","house made international tv shows, reality tv host vinay pathak, indian celebrity return childhood home reconnect past share story journey success."
s6469,The Hows of Us,"Dramas, International Movies, Romantic Movies","A young couple's house was once a happy home. But with one as the breadwinner and the other looking for a big break, can love still live here?","hows us dramas, international movies, romantic movies young couple's house happy home. one breadwinner looking big break, love still live here?"
s6470,The Human Factor: The Untold Story of the Bombay Film Orchestras,"Documentaries, International Movies, Music & Musicals",A family of Parsi musicians collectively works for over 60 years scoring the orchestral soundtracks for some of Bollywood's most memorable films.,"human factor: untold story bombay film orchestras documentaries, international movies, music musicals family parsi musician collectively work 60 year scoring orchestral soundtrack bollywood's memorable films."
s6471,The Humanity Bureau,"Action & Adventure, Sci-Fi & Fantasy","In a dystopian, near-future United States, a deportation caseworker who has begun to question authority tries to safeguard a woman and her young son.","humanity bureau action adventure, sci-fi fantasy dystopian, near-future united states, deportation caseworker begun question authority try safeguard woman young son."
s6472,The Hummingbird Project,"Dramas, Independent Movies","After discovering a shortcut that gives them a technological advantage, two cousins look to earn their big score by outracing a massive corporation.","hummingbird project dramas, independent movies discovering shortcut give technological advantage, two cousin look earn big score outracing massive corporation."
s6473,The Hundred-Foot Journey,"Comedies, Dramas","A chef and his family leave India to open an eatery in the south of France, where they clash with the haughty restaurateur across the street.","hundred-foot journey comedies, dramas chef family leave india open eatery south france, clash haughty restaurateur across street."
s6474,The Hunt,"British TV Shows, Docuseries, Science & Nature TV","Witness some of the most riveting showdowns in the animal kingdom as cameras capture leopards, polar bears and other predators targeting their prey.","hunt british tv shows, docuseries, science nature tv witness riveting showdown animal kingdom camera capture leopards, polar bear predator targeting prey."
s6475,The Hurricane Heist,Action & Adventure,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.,hurricane heist action adventure deadly hurricane mile-high wave provides perfect cover stealing $600 million u.s. treasury outpost mississippi.
s6476,The Hurt Business,"Documentaries, Sports Movies","Featuring legendary and up-and-coming MMA fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs.","hurt business documentaries, sports movies featuring legendary up-and-coming mma fighters, documentary detail history brutal sport fighters' struggle triumphs."
s6477,The I-Land,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","Wiped clean of memories and thrown together, a group of strangers fight to survive harsh realities – and the island that traps them.","i-land tv action adventure, tv dramas, tv sci-fi fantasy wiped clean memory thrown together, group stranger fight survive harsh reality – island trap them."
s6478,The Idhun Chronicles,"Anime Series, International TV Shows, Spanish-Language TV Shows","A boy suddenly orphaned fights his parents' killer to save a planet, and discovers a new world of danger — and wonder.","idhun chronicles anime series, international tv shows, spanish-language tv shows boy suddenly orphaned fight parents' killer save planet, discovers new world danger — wonder."
s6479,The Iliza Shlesinger Sketch Show,TV Comedies,"From the mind of comedian Iliza Shlesinger comes a fun, irreverent mix of kooky characters, sly social commentary and pop culture gags.","iliza shlesinger sketch show tv comedies mind comedian iliza shlesinger come fun, irreverent mix kooky characters, sly social commentary pop culture gags."
s6480,The Imaginarium of Doctor Parnassus,"Action & Adventure, Sci-Fi & Fantasy","When a deal with the devil comes due, the immortal Doctor Parnassus must renegotiate the pact to save his daughter and right the wrongs of his past.","imaginarium doctor parnassus action adventure, sci-fi fantasy deal devil come due, immortal doctor parnassus must renegotiate pact save daughter right wrong past."
s6481,The Impossible,Dramas,"Tracking one family's harrowing experiences, this gripping drama depicts the chaos generated by the massive 2004 tsunami in Southeast Asia.","impossible dramas tracking one family's harrowing experiences, gripping drama depicts chaos generated massive 2004 tsunami southeast asia."
s6482,The In-Laws,"International TV Shows, TV Dramas","She swore not to meddle in her kids' lives like her mother-in-law meddled in hers. But when her sons get married, that vow proves not so easy to keep.","in-laws international tv shows, tv dramas swore meddle kids' life like mother-in-law meddled hers. son get married, vow prof easy keep."
s6483,The InBESTigators,"Kids' TV, TV Comedies","Four clever school kids start their own detective agency and vlog about their adventures, becoming fast friends in the process.","inbestigators kids' tv, tv comedies four clever school kid start detective agency vlog adventures, becoming fast friend process."
s6484,The Inbetweeners,"British TV Shows, TV Comedies",This rib-tickling series follows four English lads as they try – and fail spectacularly – to navigate the wretched no-man's land of adolescence.,"inbetweeners british tv shows, tv comedies rib-tickling series follows four english lad try – fail spectacularly – navigate wretched no-man's land adolescence."
s6485,The Incident,"International Movies, Sci-Fi & Fantasy, Thrillers","Two criminals race down a stairwell, a cop close behind. A bickering family begins a road trip. Their journeys will take far longer than expected.","incident international movies, sci-fi fantasy, thrillers two criminal race stairwell, cop close behind. bickering family begin road trip. journey take far longer expected."
s6486,The Incredible Jessica James,"Comedies, Independent Movies, Romantic Movies","Burned by a bad breakup, a struggling New York City playwright makes an unlikely connection with a divorced app designer she meets on a blind date.","incredible jessica james comedies, independent movies, romantic movies burned bad breakup, struggling new york city playwright make unlikely connection divorced app designer meet blind date."
s6487,The Incredible Story of the Giant Pear,Children & Family Movies,"Sebastian the elephant and his feline friend Mithco sail on a gigantic peach to rescue Sunnytown's beloved mayor, who's stranded on a mysterious island.","incredible story giant pear children family movies sebastian elephant feline friend mithco sail gigantic peach rescue sunnytown's beloved mayor, who's stranded mysterious island."
s6488,The Incredibles 2,"Children & Family Movies, Comedies","When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting.","incredibles 2 children family movies, comedies elastigirl get recruited high-profile crime-fighting mission, mr. incredible take toughest assignment ever: full-time parenting."
s6489,The Indian Detective,"Crime TV Shows, International TV Shows, TV Comedies","In this crime dramedy, a suspended Canadian cop visits his father in Mumbai and assists in investigating a huge criminal operation with links to home.","indian detective crime tv shows, international tv shows, tv comedies crime dramedy, suspended canadian cop visit father mumbai assist investigating huge criminal operation link home."
s6490,The Indian in the Cupboard,"Children & Family Movies, Dramas","A boy receives a wooden cupboard, antique keys and an Iroquois warrior figurine for his birthday. The figurine comes to life overnight in the cabinet.","indian cupboard children family movies, dramas boy receives wooden cupboard, antique key iroquois warrior figurine birthday. figurine come life overnight cabinet."
s6491,The Influence,"Horror Movies, International Movies","Back in her childhood home to help her sister care for their comatose mother, Alicia must face a dark force from her past that now threatens her child.","influence horror movies, international movies back childhood home help sister care comatose mother, alicia must face dark force past threatens child."
s6492,The Informant!,"Comedies, Dramas","While gathering evidence against his employer to help the FBI build a price-fixing case, Mark Whitacre begins to piece together a fantasy world.","informant! comedies, dramas gathering evidence employer help fbi build price-fixing case, mark whitacre begin piece together fantasy world."
s6493,The Inmate,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A former Marine poses as an inmate inside a Mexican prison in order to infiltrate a gang suspected of kidnapping a U.S. judge's teen daughter.,"inmate crime tv shows, international tv shows, spanish-language tv shows former marine pose inmate inside mexican prison order infiltrate gang suspected kidnapping u.s. judge's teen daughter."
s6494,The Innocence Files,"Crime TV Shows, Docuseries","The Innocence Project unravels missteps and deceit in a series of wrongful convictions, exposing the injustice inflicted on victims and the accused.","innocence files crime tv shows, docuseries innocence project unravels misstep deceit series wrongful convictions, exposing injustice inflicted victim accused."
s6495,The Innocent Man,"Crime TV Shows, Docuseries","This documentary adaptation of John Grisham's only nonfiction book raises troubling questions about two murder cases in Ada, Oklahoma, in the 1980s.","innocent man crime tv shows, docuseries documentary adaptation john grisham's nonfiction book raise troubling question two murder case ada, oklahoma, 1980s."
s6496,The Innocents,"British TV Shows, International TV Shows, Romantic TV Shows",Runaway teen lovers June and Harry find themselves swept up in a dangerous and confusing new world when June begins to display mysterious abilities.,"innocents british tv shows, international tv shows, romantic tv shows runaway teen lover june harry find swept dangerous confusing new world june begin display mysterious abilities."
s6497,The Intent,"Dramas, International Movies, Thrillers","After burgeoning criminal Gunz joins the increasingly violent TIC crew, the gang finds itself dealing with threats from all sides.","intent dramas, international movies, thrillers burgeoning criminal gunz join increasingly violent tic crew, gang find dealing threat sides."
s6498,The Intent 2: The Come Up,"Dramas, International Movies","During a trip to Jamaica, a London gang targets a disloyal member who has been meeting with rivals. Meanwhile, an undercover cop stands among them.","intent 2: come dramas, international movies trip jamaica, london gang target disloyal member meeting rivals. meanwhile, undercover cop stand among them."
s6499,The International Player,"Dramas, International Movies, Sports Movies","A footballer for a local club aspires to join the big leagues then gets his shot at going pro, fueling his team's rise to victory.","international player dramas, international movies, sports movies footballer local club aspires join big league get shot going pro, fueling team's rise victory."
s6500,The Interview,"Cult Movies, Dramas, Thrillers","When a man who's seemingly lost everything is grabbed by police for questioning, it starts a twisted cat-and-mouse game between him and a detective.","interview cult movies, dramas, thrillers man who's seemingly lost everything grabbed police questioning, start twisted cat-and-mouse game detective."
s6501,The Intouchables,"Comedies, Dramas, International Movies","In need of a caregiver, a wealthy aristocrat with quadriplegia hires the last person anyone expects: an ex-con with no experience. Based on a true story.","intouchables comedies, dramas, international movies need caregiver, wealthy aristocrat quadriplegia hire last person anyone expects: ex-con experience. based true story."
s6502,The Invention of Lying,"Comedies, Romantic Movies","In a world where no one fibs, a screenwriter gains fame and fortune – and maybe the girl of his dreams – by saying things that aren't true.","invention lying comedies, romantic movies world one fibs, screenwriter gain fame fortune – maybe girl dream – saying thing true."
s6503,The Investigator: A British Crime Story,"British TV Shows, Crime TV Shows, Docuseries","After 40 years of inconclusive evidence, renowned criminologist Mark Williams-Thomas re-examines a string of mysterious murders.","investigator: british crime story british tv shows, crime tv shows, docuseries 40 year inconclusive evidence, renowned criminologist mark williams-thomas re-examines string mysterious murders."
s6504,The Invisible Guardian,"International Movies, Thrillers","When an FBI-trained cop returns to her Navarre hometown to catch a killer targeting local teens, she must also face personal demons from her past.","invisible guardian international movies, thrillers fbi-trained cop return navarre hometown catch killer targeting local teens, must also face personal demon past."
s6505,The Invisible Guest,"International Movies, Thrillers","After waking next to his now-dead lover in a hotel room, a young businessman hires a prominent lawyer to figure out how he ended up a murder suspect.","invisible guest international movies, thrillers waking next now-dead lover hotel room, young businessman hire prominent lawyer figure ended murder suspect."
s6506,The Invitation,"Horror Movies, Independent Movies, Thrillers","A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions.","invitation horror movies, independent movies, thrillers man accepts invitation dinner party hosted ex-wife, unsettling affair reopens old wound creates new tensions."
s6507,The Irish Mob,"Crime TV Shows, Docuseries","This documentary crime series charts the rise of the Irish Mob in America, from urban immigrant poverty to political power and wealth.","irish mob crime tv shows, docuseries documentary crime series chart rise irish mob america, urban immigrant poverty political power wealth."
s6508,The Irishman,Dramas,Hit man Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family in this acclaimed film from Martin Scorsese.,irishman dramas hit man frank sheeran look back secret kept loyal member bufalino crime family acclaimed film martin scorsese.
s6509,The Irishman: In Conversation,Documentaries,"Join director Martin Scorsese as he sits down with stars Robert De Niro, Al Pacino and Joe Pesci for an intimate, intriguing look inside ""The Irishman.""","irishman: conversation documentaries join director martin scorsese sits star robert de niro, al pacino joe pesci intimate, intriguing look inside ""the irishman."""
s6510,The Iron Lady,"Dramas, International Movies","Margaret Thatcher, the first female prime minister of Britain, navigates a career destined to change the rules of leadership and politics.","iron lady dramas, international movies margaret thatcher, first female prime minister britain, navigates career destined change rule leadership politics."
s6511,The Irregular at Magic High School,"Anime Series, International TV Shows, Teen TV Shows","Siblings Tatsuya and Miyuki enroll at Magic High School, where Miyuki's honors status comes between her and her underachieving older brother.","irregular magic high school anime series, international tv shows, teen tv shows siblings tatsuya miyuki enroll magic high school, miyuki's honor status come underachieving older brother."
s6512,The Island,"Dramas, International Movies, Thrillers","When a colonel uncovers controversial intel about the government, he makes a shocking discovery and must decide whether to reveal it or risk his life.","island dramas, international movies, thrillers colonel uncovers controversial intel government, make shocking discovery must decide whether reveal risk life."
s6513,The IT Crowd,"British TV Shows, Classic & Cult TV, International TV Shows","Aided by a tech-illiterate manager, a pair of basement-dwelling dweebs makes the most of life in IT at a corporation run by a cloddish new owner.","crowd british tv shows, classic cult tv, international tv shows aided tech-illiterate manager, pair basement-dwelling dweeb make life corporation run cloddish new owner."
s6514,The Ivory Game,Documentaries,"Filmmakers infiltrate the corrupt global network of ivory trafficking, exposing poachers and dealers as African elephants edge closer to extinction.","ivory game documentaries filmmakers infiltrate corrupt global network ivory trafficking, exposing poacher dealer african elephant edge closer extinction."
s6515,The Jack King Affair,"Documentaries, International Movies",This documentary explores a bold World War II operation in which an MI5 agent infiltrated a fascist network to intercept stolen documents.,"jack king affair documentaries, international movies documentary explores bold world war ii operation mi5 agent infiltrated fascist network intercept stolen documents."
s6516,The Jaime Maussan Show,"Docuseries, International TV Shows, Spanish-Language TV Shows",Mexican journalist and UFO investigator Jaime Maussan travels the world collecting evidence and firsthand accounts of extraterrestrial phenomena.,"jaime maussan show docuseries, international tv shows, spanish-language tv shows mexican journalist ufo investigator jaime maussan travel world collecting evidence firsthand account extraterrestrial phenomena."
s6517,The Jane Austen Book Club,"Comedies, Dramas, Romantic Movies",Six book club members find their lives resemble a modern-day version of Jane Austen's novels in this drama.,"jane austen book club comedies, dramas, romantic movies six book club member find life resemble modern-day version jane austen's novel drama."
s6518,The Joel McHale Show with Joel McHale,"Stand-Up Comedy & Talk Shows, TV Comedies","Trending news, pop culture, social media, original sketches and more come together in host Joel McHale's new weekly comedy commentary show.","joel mchale show joel mchale stand-up comedy talk shows, tv comedies trending news, pop culture, social media, original sketch come together host joel mchale's new weekly comedy commentary show."
s6519,The Journey Is the Destination,Dramas,Spirited 22-year-old activist and photojournalist Dan Eldon rushes to the frontline of a dangerous relief effort for Somalian refugees in this biopic.,journey destination dramas spirited 22-year-old activist photojournalist dan eldon rush frontline dangerous relief effort somalian refugee biopic.
s6520,The Judgement,"Crime TV Shows, International TV Shows, TV Dramas","After a traumatic incident at a party makes her a target of gossip and derision, a young college student tries to change her school's toxic culture.","judgement crime tv shows, international tv shows, tv dramas traumatic incident party make target gossip derision, young college student try change school's toxic culture."
s6521,The Jungle Book,Kids' TV,"This animated series follows young Mowgli and his animal mentors Bagheera and Baloo, who do their best to protect him from fierce tiger Shere Khan.","jungle book kids' tv animated series follows young mowgli animal mentor bagheera baloo, best protect fierce tiger shere khan."
s6522,The Jungle School,"Dramas, International Movies",An idealistic young woman travels to the jungles of Indonesia to teach literacy – and much more – to local children.,"jungle school dramas, international movies idealistic young woman travel jungle indonesia teach literacy – much – local children."
s6523,The K2,"International TV Shows, Korean TV Shows, Romantic TV Shows",A fugitive soldier gets swept up in personal and political intrigue when he's hired as a bodyguard for the family of a presidential candidate.,"k2 international tv shows, korean tv shows, romantic tv shows fugitive soldier get swept personal political intrigue he's hired bodyguard family presidential candidate."
s6524,The Karate Kid,"Children & Family Movies, Dramas","After moving to Beijing with his mother, Dre falls prey to a bully, so he takes lessons from a martial arts master in this remake of the 1984 classic.","karate kid children family movies, dramas moving beijing mother, dre fall prey bully, take lesson martial art master remake 1984 classic."
s6525,The Keepers,"Crime TV Shows, Docuseries, TV Mysteries",This docuseries examines the decades-old murder of Sister Catherine Cesnik and its suspected link to a priest accused of abuse.,"keepers crime tv shows, docuseries, tv mysteries docuseries examines decades-old murder sister catherine cesnik suspected link priest accused abuse."
s6526,The Keeping Hours,"Dramas, Thrillers","Years after the death of their only child and subsequent divorce, a couple discovers that their son's ghost continues to inhabit their former home.","keeping hours dramas, thrillers years death child subsequent divorce, couple discovers son's ghost continues inhabit former home."
s6527,The Killer,"Action & Adventure, International Movies","In lawless badlands, reclusive Cabeleira sets out to discover the fate of his gunman father and grows to be a feared assassin himself.","killer action adventure, international movies lawless badlands, reclusive cabeleira set discover fate gunman father grows feared assassin himself."
s6528,The Killing of a Sacred Deer,"Dramas, Independent Movies, Thrillers",A surgeon's carefully curated life edges toward disaster when a troubled teenage boy with mysterious motives begins to impose himself on his family.,"killing sacred deer dramas, independent movies, thrillers surgeon's carefully curated life edge toward disaster troubled teenage boy mysterious motif begin impose family."
s6529,The Kindergarten Teacher,"Dramas, Independent Movies",A devoted teacher takes interest in a young student's creative potential after hearing his poetry. But she soon crosses the line into obsession.,"kindergarten teacher dramas, independent movies devoted teacher take interest young student's creative potential hearing poetry. soon cross line obsession."
s6530,The Kindness Diaries,Reality TV,"Host Leon Logothetis travels the world with only a vintage motorbike and the kindness of strangers, which he pays back in unexpected, inspiring ways.","kindness diaries reality tv host leon logothetis travel world vintage motorbike kindness strangers, pay back unexpected, inspiring ways."
s6531,The King,Dramas,Wayward Prince Hal must turn from carouser to warrior king as he faces hostilities from inside and outside the castle walls in the battle for England.,king dramas wayward prince hal must turn carouser warrior king face hostility inside outside castle wall battle england.
s6532,The King: Eternal Monarch,"Crime TV Shows, International TV Shows, Korean TV Shows","A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective.","king: eternal monarch crime tv shows, international tv shows, korean tv shows modern-day korean emperor pass mysterious portal parallel world, encounter feisty police detective."
s6533,The King's Avatar,"International TV Shows, TV Action & Adventure, TV Dramas","When an elite gamer is forced out of his professional team, he becomes a manager of an Internet café and reinvents himself to return to online glory.","king's avatar international tv shows, tv action adventure, tv dramas elite gamer forced professional team, becomes manager internet café reinvents return online glory."
s6534,The King's Speech,"Dramas, International Movies","In this biographical drama, Britain's King George VI struggles with an embarrassing stutter until he seeks help from speech therapist Lionel Logue.","king's speech dramas, international movies biographical drama, britain's king george vi struggle embarrassing stutter seek help speech therapist lionel logue."
s6535,The Kirlian Frequency,"International TV Shows, Spanish-Language TV Shows, TV Horror","In the midnight hour, a lone DJ broadcasts the strangest – and scariest – tales from the outer edges of Kirlian, a lost city somewhere in Argentina.","kirlian frequency international tv shows, spanish-language tv shows, tv horror midnight hour, lone dj broadcast strangest – scariest – tale outer edge kirlian, lost city somewhere argentina."
s6536,The Kissing Booth,"Comedies, Romantic Movies","When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.","kissing booth comedies, romantic movies teenager elle's first kiss lead forbidden romance hottest boy high school, risk relationship best friend."
s6537,The Kissing Booth 2,"Comedies, Romantic Movies","With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.","kissing booth 2 comedies, romantic movies college decision looming, elle juggle long-distance romance noah, changing relationship bestie lee feeling new classmate."
s6538,The Kite,"Dramas, International Movies, Romantic Movies","In an occupied village, a teen girl is set to wed a stranger. But when she crosses over to meet her betrothed, her heart gets entangled at the border.","kite dramas, international movies, romantic movies occupied village, teen girl set wed stranger. cross meet betrothed, heart get entangled border."
s6539,The Knight Before Christmas,"Children & Family Movies, Comedies, Romantic Movies","Medieval magic sends a 14th-century knight to modern-day Ohio, where he falls for a high school science teacher who's disillusioned by love.","knight christmas children family movies, comedies, romantic movies medieval magic sends 14th-century knight modern-day ohio, fall high school science teacher who's disillusioned love."
s6540,The Kominsky Method,"TV Comedies, TV Dramas",Acting coach Sandy Kominsky and best friend Norman Newlander keep each other laughing as they navigate the ups and downs of getting older.,"kominsky method tv comedies, tv dramas acting coach sandy kominsky best friend norman newlander keep laughing navigate ups down getting older."
